word,derivation
भूति,['भू धातोः  क्तिच् क्तौ च संज्ञायां  3 3 174  इत्यनेन सूत्रेण `क्तिच्']
ऐश्वर्य,['ईश्वर शब्दात् भावार्थे  गुणवचनवाह्यदिभ्यः कर्मणिच्   5 1 124  इत्यनेन']
ऐश्वर्य,['च ऐश्वर्य इति रूपं भवति ।']
ऐश्वर्य,['सूत्रेण ष्यञ् प्रत्यये  तद्धितेष्वचामादेः   7 2 117  इत्यनेन सूत्रेण आदिवृद्धौ']
अणिमन्,"[' 5 1 122  सूत्रेण `इमनिच्  प्रत्यये,  टेः   6 4 155  इत्यनेन सूत्रेण टिलोपे,']"
अणिमन्,['अणति सूक्ष्मत्वं गच्छतीत्यर्थः । अण शब्दात्  अणश्च   उ.  इत्यनेन सूत्रेण']
अणिमन्,['अणिमन् इति रूपं सिध्यति ।']
अणिमन्,"['उण् प्रत्यये  अणु , तस्य भावार्थे अणु शब्दात्  पृथ्वदिभ्य इमनिञ्  वा इत्यनेन']"
महिमन्,"[' टेः   6 4 155  इत्यनेन सूत्रेण टिलोपे, महिमन् इति रूपं सिध्यति ।']"
महिमन्,"[' वा. 6 4 30  इत्यनेन निपातनात् अति,  महत् , तस्य भावः इत्यस्मिन्नर्थे']"
महिमन्,['मह शब्दात्  पृथ्वादिभ्य इमनिञ्वा   5 1 122  इत्यनेन सूत्रेण `इमनिच्  प्रत्यये']
महिमन्,"['मह्यते पूज्यते असौ इति विग्रहे, मह् धातोः  वर्तमाने पृषन्महत् बृहज्जगच्छतच्छ']"
गरिमन्,"['इमनिच् प्रत्यये,  टेः   6 4 155  इत्यनेन सूत्रेण टि लोपे, गरिमन् इति']"
गरिमन्,"['उत् प्रत्यये, गुरुत्वार्थे, पृथ्वादिभ्य इमनिञ्वा  5 1 122  इत्यनेन सूत्रेण']"
गरिमन्,['गृणाति अथवा गीर्यते इति गुरु । गृ धातोः  कुग्रोरुच्च  उ.  इत्यनेन सूत्रेण']
गरिमन्,['रूपं सिध्यति ।']
लघिमन्,"['प्रत्यये, टेः  6 4 155  इत्यनेन सूत्रेण टि लोपे, लघिमन् इति रूपं सिध्यति ।']"
लघिमन्,['लघु शब्दात्  पृथ्वादिभ्य इमनिञ्वा   5 1 122  इत्यनेन सूत्रेण इमनिच्']
प्राप्ति,"['इत्यनेन सूत्रेण क्तिन् प्रत्यये, प्राप्ति इति रूपं सिध्यति ।']"
प्राप्ति,['प्र उपसर्ग पूर्वक `आप्लव्याप्तौ  इति धातोः  स्रियां क्तिन्   3 3 94']
प्राकाम्य,['`प्राकाम्य  इति रूपं सिध्यति ।']
प्राकाम्य,"['`ष्यञ्  प्रत्यये,  तद्धितेष्वचामादेः   7 2 118  इत्यनेन सूत्रेण आदिवृद्धौ च']"
प्राकाम्य,['प्रकाम शब्दात्  गुणवचनब्राह्मणादिभ्यः कर्मणि च   5 1 124  इत्यनेन सूत्रेण']
ईशित्व,"['`त्व  प्रत्यये, `ईशित्व  इति रूपं सिध्यति ।']"
